Wall time,Step,Value
1690452346.8753936,235,1722.602783203125
1690452350.4070706,471,1542.0732421875
1690452354.114916,707,1510.667724609375
1690452357.9501793,943,1495.6055908203125
1690452361.906364,1179,1484.1043701171875
1690452365.4692066,1415,1476.862548828125
1690452369.0503755,1651,1471.1165771484375
1690452372.8515003,1887,1466.2835693359375
1690452376.6539922,2123,1462.26513671875
1690452380.723232,2359,1458.872314453125
1690452384.5378683,2595,1456.430419921875
1690452388.3647509,2831,1454.3472900390625
1690452392.1971354,3067,1452.2783203125
1690452396.0448585,3303,1450.5118408203125
1690452400.0898914,3539,1449.051513671875
1690452403.8333225,3775,1448.2850341796875
1690452407.5482874,4011,1447.0078125
1690452411.245714,4247,1445.772216796875
1690452415.0458617,4483,1445.2642822265625
1690452419.0718277,4719,1444.53759765625
1690452422.8255138,4955,1443.8714599609375
1690452426.5298307,5191,1443.33544921875
1690452430.2265568,5427,1443.03515625
1690452433.9814124,5663,1442.513671875
1690452437.93041,5899,1442.184814453125
1690452441.6374435,6135,1442.04833984375
1690452445.4500062,6371,1441.8487548828125
1690452449.073843,6607,1441.6859130859375
1690452452.862205,6843,1441.1522216796875
1690452456.7903764,7079,1440.9910888671875
1690452460.3399386,7315,1440.846435546875
1690452463.8418834,7551,1440.6925048828125
1690452467.3332646,7787,1440.4615478515625
1690452470.9117675,8023,1440.489501953125
1690452474.6767364,8259,1440.3680419921875
1690452478.2499087,8495,1440.31640625
1690452481.8209367,8731,1440.31201171875
1690452485.3688033,8967,1440.1810302734375
1690452488.868662,9203,1440.0863037109375
1690452492.6193497,9439,1440.1959228515625
1690452496.1335344,9675,1440.2110595703125
1690452499.7335184,9911,1440.1114501953125
1690452503.2490337,10147,1440.0418701171875
1690452506.8076,10383,1440.2548828125
1690452510.5921845,10619,1440.0478515625
1690452514.1181655,10855,1439.78369140625
1690452517.6582763,11091,1440.065185546875
1690452521.1906316,11327,1440.2669677734375
1690452524.7301571,11563,1440.2457275390625
1690452528.4893973,11799,1439.86083984375
1690452531.9896402,12035,1440.0858154296875
1690452535.4867294,12271,1440.2470703125
1690452538.9615083,12507,1440.199951171875
1690452542.4030375,12743,1440.135986328125
1690452546.237444,12979,1440.01953125
1690452549.7454586,13215,1440.0802001953125
1690452553.2607558,13451,1440.2230224609375
1690452556.8099203,13687,1440.1427001953125
1690452560.3097155,13923,1440.0986328125
1690452564.0663314,14159,1440.275390625
1690452567.5811117,14395,1440.233154296875
1690452571.138888,14631,1440.5228271484375
1690452574.6954048,14867,1440.410400390625
1690452578.2643359,15103,1440.3065185546875
1690452582.000087,15339,1440.4747314453125
1690452585.4961529,15575,1440.5863037109375
1690452588.9771852,15811,1440.51513671875
1690452592.444978,16047,1440.649169921875
1690452595.9029667,16283,1440.7808837890625
1690452599.7472413,16519,1440.8646240234375
1690452603.2283332,16755,1440.9984130859375
1690452606.7376502,16991,1440.98974609375
1690452610.2013571,17227,1440.9422607421875
1690452613.6731277,17463,1440.8970947265625
1690452617.4022136,17699,1441.0985107421875
1690452620.9375105,17935,1441.0753173828125
1690452624.369313,18171,1441.271728515625
1690452627.8135223,18407,1441.148681640625
1690452631.2557101,18643,1441.473876953125
1690452634.8947995,18879,1441.318603515625
1690452638.3316476,19115,1441.5318603515625
1690452641.9873211,19351,1441.7452392578125
1690452645.45854,19587,1441.80224609375
1690452648.950541,19823,1441.6173095703125
1690452652.696408,20059,1441.726318359375
1690452656.1891272,20295,1441.613525390625
1690452659.6559405,20531,1441.9588623046875
1690452663.1171904,20767,1442.0709228515625
1690452666.658609,21003,1442.1484375
1690452670.404867,21239,1442.24072265625
1690452673.905368,21475,1442.211181640625
1690452677.3943033,21711,1442.228271484375
1690452680.8701177,21947,1442.3990478515625
1690452684.4055016,22183,1442.552001953125
1690452688.1198485,22419,1442.5150146484375
1690452691.6440325,22655,1442.518798828125
1690452695.1636012,22891,1442.7708740234375
1690452698.6312146,23127,1442.7542724609375
1690452702.164686,23363,1442.8006591796875
1690452705.9264057,23599,1442.7650146484375
1690452709.43788,23835,1443.0616455078125
1690452712.938195,24071,1442.8680419921875
1690452716.3827486,24307,1443.1949462890625
1690452719.8286085,24543,1443.3470458984375
1690452723.552645,24779,1443.28515625
1690452727.0510902,25015,1443.345703125
1690452730.5823627,25251,1443.6658935546875
1690452734.2248662,25487,1443.4598388671875
1690452737.753272,25723,1443.6483154296875
1690452741.4849954,25959,1443.4964599609375
1690452744.983676,26195,1443.7060546875
1690452748.6903336,26431,1443.99365234375
1690452752.1279252,26667,1443.9842529296875
1690452755.5576568,26903,1444.10888671875
1690452759.2355387,27139,1444.252197265625
1690452762.7384577,27375,1444.30810546875
1690452766.2495484,27611,1444.1595458984375
1690452769.8948982,27847,1444.2630615234375
1690452773.398402,28083,1444.585205078125
1690452777.1525874,28319,1444.6881103515625
1690452780.6762495,28555,1444.7822265625
1690452784.1216547,28791,1444.609619140625
1690452787.723112,29027,1444.6688232421875
1690452791.3476133,29263,1444.873291015625
1690452795.0797844,29499,1444.9322509765625
1690452798.640905,29735,1445.1055908203125
1690452802.1634905,29971,1445.1712646484375
1690452805.710526,30207,1445.1781005859375
1690452809.215344,30443,1445.3302001953125
1690452812.905673,30679,1445.2772216796875
1690452816.404226,30915,1445.50537109375
1690452819.9103315,31151,1445.4769287109375
1690452823.3702223,31387,1445.6466064453125
1690452826.8584883,31623,1445.5516357421875
1690452830.627973,31859,1445.7080078125
1690452834.1592057,32095,1445.951171875
1690452837.6532607,32331,1446.0364990234375
1690452841.403,32567,1445.804443359375
1690452844.8986406,32803,1445.98876953125
1690452848.5890028,33039,1446.0904541015625
1690452852.0890286,33275,1446.4163818359375
1690452855.5337682,33511,1446.2384033203125
1690452859.0015283,33747,1446.4443359375
1690452862.5335488,33983,1446.380615234375
1690452866.3306892,34219,1446.4888916015625
1690452869.88426,34455,1446.5968017578125
1690452873.3980336,34691,1446.7315673828125
1690452876.8368955,34927,1446.954345703125
1690452880.278731,35163,1446.8814697265625
1690452883.9702413,35399,1447.0045166015625
1690452887.4096987,35635,1446.8785400390625
1690452890.8774989,35871,1447.1390380859375
1690452894.3444924,36107,1447.239990234375
1690452897.826934,36343,1447.4635009765625
1690452901.5386448,36579,1447.430908203125
1690452905.0582173,36815,1447.396728515625
1690452908.4973915,37051,1447.559814453125
1690452911.9548736,37287,1447.45947265625
1690452915.4173021,37523,1447.5899658203125
1690452919.033534,37759,1447.6661376953125
1690452922.449664,37995,1447.912841796875
1690452925.8844173,38231,1447.8194580078125
1690452929.4078057,38467,1447.8826904296875
1690452932.869721,38703,1448.090576171875
1690452936.5582306,38939,1448.218505859375
1690452940.0244646,39175,1448.1221923828125
1690452943.6008382,39411,1448.20458984375
1690452947.0744822,39647,1448.2642822265625
1690452950.570023,39883,1448.5421142578125
1690452954.3478668,40119,1448.6265869140625
1690452958.0370905,40355,1448.75390625
1690452961.5218027,40591,1448.7828369140625
1690452965.01518,40827,1448.8193359375
1690452968.4967096,41063,1449.0406494140625
1690452972.2217014,41299,1448.803466796875
1690452975.7000146,41535,1449.0992431640625
1690452979.196867,41771,1448.9351806640625
1690452982.6775014,42007,1449.09130859375
1690452986.2161255,42243,1449.20556640625
1690452989.9340827,42479,1449.41748046875
1690452993.3997242,42715,1449.5908203125
1690452996.8827853,42951,1449.543212890625
1690453000.378345,43187,1449.7286376953125
1690453003.8592396,43423,1449.7254638671875
1690453007.5832562,43659,1449.833251953125
1690453010.9834085,43895,1449.9140625
1690453014.4580328,44131,1449.7755126953125
1690453017.9365547,44367,1449.81640625
1690453021.3959737,44603,1450.30126953125
1690453025.172428,44839,1450.0296630859375
1690453028.7382433,45075,1450.3526611328125
1690453032.346267,45311,1450.2830810546875
1690453035.8376076,45547,1450.13134765625
1690453039.3682454,45783,1450.393798828125
1690453043.0933015,46019,1450.5648193359375
1690453046.5581944,46255,1450.3819580078125
1690453050.052689,46491,1450.770751953125
1690453053.5021062,46727,1450.572265625
1690453057.1496708,46963,1450.74853515625
1690453060.8154018,47199,1450.83251953125
1690453064.244979,47435,1451.0875244140625
1690453067.6628537,47671,1450.735595703125
1690453071.0938427,47907,1451.2047119140625
1690453074.5062144,48143,1451.1593017578125
1690453078.1586242,48379,1451.168212890625
1690453081.6340325,48615,1451.3011474609375
1690453085.1191628,48851,1451.2940673828125
1690453088.5591068,49087,1451.39111328125
1690453091.9755964,49323,1451.52587890625
1690453095.622555,49559,1451.5733642578125
1690453099.0847611,49795,1451.7314453125
1690453102.5645678,50031,1452.01171875
1690453106.1765342,50267,1451.958984375
1690453109.7980857,50503,1452.0513916015625
1690453113.4906998,50739,1452.10107421875
1690453116.963642,50975,1452.046630859375
1690453120.4452493,51211,1452.0157470703125
1690453123.9214547,51447,1452.130859375
1690453127.4067626,51683,1452.33740234375
1690453131.1597397,51919,1452.3133544921875
1690453134.7848423,52155,1452.466064453125
1690453138.2468538,52391,1452.5450439453125
1690453141.6750674,52627,1452.6971435546875
1690453145.103542,52863,1452.6153564453125
1690453148.7646642,53099,1452.64892578125
1690453152.331441,53335,1452.739990234375
1690453155.9322214,53571,1452.7108154296875
1690453159.4479666,53807,1452.902099609375
1690453162.9461935,54043,1452.8870849609375
1690453166.7208047,54279,1453.1319580078125
1690453170.2311723,54515,1453.194091796875
1690453173.751232,54751,1453.1497802734375
1690453177.2205482,54987,1453.12841796875
1690453180.6488683,55223,1453.0220947265625
1690453184.2877448,55459,1453.3280029296875
1690453187.7248497,55695,1453.4544677734375
1690453191.1715639,55931,1453.3822021484375
1690453194.636391,56167,1453.6011962890625
1690453198.090082,56403,1453.4951171875
1690453201.8624628,56639,1453.7313232421875
1690453205.4506981,56875,1453.78515625
1690453208.9526243,57111,1453.8909912109375
1690453212.4415104,57347,1453.9569091796875
1690453215.9320245,57583,1454.189208984375
1690453219.6281414,57819,1454.107666015625
1690453223.1160207,58055,1454.1932373046875
1690453226.743656,58291,1454.2783203125
1690453230.2195878,58527,1454.4278564453125
1690453233.6343796,58763,1454.5394287109375
1690453237.2734344,58999,1454.595703125
1690453240.7279232,59235,1454.5841064453125
1690453244.5022924,59471,1454.4439697265625
1690453247.9688048,59707,1454.6435546875
1690453251.437737,59943,1454.69189453125
1690453255.1139407,60179,1454.949462890625
1690453258.6146665,60415,1454.8441162109375
1690453262.1220498,60651,1454.9627685546875
1690453265.6704252,60887,1454.96728515625
1690453269.2573767,61123,1455.0660400390625
1690453273.0381358,61359,1455.317138671875
1690453276.4680119,61595,1455.0574951171875
1690453279.904652,61831,1455.2843017578125
1690453283.3611028,62067,1455.277099609375
1690453286.8018725,62303,1455.310546875
1690453290.448603,62539,1455.4932861328125
1690453293.8711715,62775,1455.5556640625
1690453297.420848,63011,1455.57470703125
1690453301.1161492,63247,1455.739990234375
1690453304.8237443,63483,1455.93115234375
1690453308.7205336,63719,1455.7379150390625
1690453312.323231,63955,1455.86572265625
1690453315.8150084,64191,1455.9482421875
1690453319.2524204,64427,1455.85888671875
1690453322.7055306,64663,1455.9852294921875
1690453326.3725371,64899,1456.161376953125
1690453329.8216178,65135,1456.3572998046875
1690453333.258795,65371,1456.333251953125
1690453336.7277498,65607,1456.185302734375
1690453340.1709332,65843,1456.463134765625
1690453343.8437893,66079,1456.59765625
1690453347.2764823,66315,1456.6414794921875
1690453350.7278175,66551,1456.6851806640625
1690453354.1673017,66787,1456.7646484375
1690453357.647517,67023,1456.912109375
1690453361.3614259,67259,1456.711669921875
1690453364.8317707,67495,1456.863037109375
1690453368.2489316,67731,1456.8192138671875
1690453371.7434685,67967,1456.9952392578125
1690453375.2491512,68203,1457.12353515625
1690453378.9695976,68439,1457.1121826171875
1690453382.4798892,68675,1457.0355224609375
1690453385.8995438,68911,1457.2098388671875
1690453389.328193,69147,1457.2415771484375
1690453392.7867806,69383,1457.27978515625
1690453396.4938865,69619,1457.4906005859375
1690453399.971032,69855,1457.59619140625
1690453403.4628568,70091,1457.77490234375
1690453406.9901433,70327,1457.6524658203125
1690453410.5111163,70563,1457.880615234375
1690453414.2468715,70799,1457.6370849609375
1690453417.7184172,71035,1457.779052734375
1690453421.2414274,71271,1458.0057373046875
1690453424.7449534,71507,1457.8897705078125
1690453428.2266073,71743,1457.681884765625
1690453431.944279,71979,1457.575439453125
1690453435.4612134,72215,1457.5906982421875
1690453438.9500375,72451,1457.8392333984375
1690453442.4544442,72687,1457.6175537109375
1690453446.0072029,72923,1457.470703125
1690453449.7202966,73159,1457.57373046875
1690453453.206963,73395,1457.429443359375
1690453456.6733253,73631,1457.5013427734375
1690453460.1337988,73867,1457.8072509765625
1690453463.782871,74103,1457.6519775390625
1690453467.6219819,74339,1457.6300048828125
1690453471.1772795,74575,1457.568603515625
1690453474.7010872,74811,1457.310302734375
1690453478.2788777,75047,1457.4315185546875
1690453481.830444,75283,1457.23974609375
1690453485.5965202,75519,1457.6488037109375
1690453489.1521137,75755,1457.1513671875
1690453492.6777883,75991,1457.3001708984375
1690453496.216435,76227,1457.3651123046875
1690453499.7304456,76463,1457.3758544921875
1690453503.5760288,76699,1457.5426025390625
1690453507.0589817,76935,1457.5540771484375
1690453510.5635507,77171,1457.126220703125
1690453514.0612893,77407,1457.3367919921875
1690453517.6483052,77643,1457.3353271484375
1690453521.3753128,77879,1457.4078369140625
1690453524.8609428,78115,1457.332275390625
1690453528.3695457,78351,1457.32470703125
1690453531.914721,78587,1457.0960693359375
1690453535.3892734,78823,1457.236328125
1690453539.0983763,79059,1457.101318359375
1690453542.568605,79295,1457.1436767578125
1690453546.0416045,79531,1457.1583251953125
1690453549.6039512,79767,1457.1585693359375
1690453553.048223,80003,1456.978515625
1690453556.7670646,80239,1457.01513671875
1690453560.2380123,80475,1457.0616455078125
1690453563.7262006,80711,1457.0599365234375
1690453567.249213,80947,1456.96630859375
1690453570.72743,81183,1456.95458984375
1690453574.3885849,81419,1457.1729736328125
1690453577.813662,81655,1457.12451171875
1690453581.2610693,81891,1457.010986328125
1690453584.7050736,82127,1456.9830322265625
1690453588.1841767,82363,1456.902587890625
1690453591.8857417,82599,1456.8387451171875
1690453595.370491,82835,1456.894775390625
1690453598.8970058,83071,1456.880615234375
1690453602.4515529,83307,1456.7900390625
1690453605.9174318,83543,1456.8072509765625
1690453609.7343724,83779,1456.802978515625
1690453613.2961657,84015,1456.7540283203125
1690453617.0222242,84251,1456.9140625
1690453620.8857791,84487,1456.6353759765625
1690453624.7976437,84723,1456.8126220703125
1690453628.954339,84959,1456.614501953125
1690453632.788612,85195,1456.71142578125
1690453636.7161121,85431,1456.5120849609375
1690453640.494737,85667,1456.8701171875
1690453644.3928773,85903,1456.58447265625
1690453648.5025728,86139,1456.7386474609375
1690453652.2950163,86375,1456.5968017578125
1690453656.101692,86611,1456.6910400390625
1690453659.8787963,86847,1456.558837890625
1690453663.7294512,87083,1456.65673828125
1690453667.8673606,87319,1456.4727783203125
1690453671.7500772,87555,1456.564208984375
1690453675.514027,87791,1456.42724609375
1690453679.2773232,88027,1456.512451171875
1690453683.131087,88263,1456.8465576171875
1690453687.2984762,88499,1456.503173828125
1690453691.0902967,88735,1456.6796875
1690453694.9119885,88971,1456.52001953125
1690453698.679168,89207,1456.53515625
1690453702.5834394,89443,1456.364990234375
1690453706.6506727,89679,1456.5408935546875
1690453710.3454351,89915,1456.357421875
1690453714.0821831,90151,1456.399658203125
1690453717.8209083,90387,1456.5443115234375
1690453721.627601,90623,1456.3046875
1690453725.6601655,90859,1456.3692626953125
1690453729.4637468,91095,1456.3951416015625
1690453733.147684,91331,1456.340576171875
1690453736.875387,91567,1456.2667236328125
1690453740.7028158,91803,1456.3873291015625
1690453744.7432654,92039,1456.149169921875
1690453748.527734,92275,1456.291259765625
1690453752.2179756,92511,1456.493408203125
1690453755.9477243,92747,1456.3768310546875
1690453759.7784958,92983,1456.2283935546875
1690453763.7807813,93219,1456.1500244140625
1690453767.5472608,93455,1456.2545166015625
1690453771.3506494,93691,1456.19580078125
1690453775.1492522,93927,1456.3253173828125
1690453778.9007995,94163,1456.3004150390625
1690453782.857093,94399,1456.1671142578125
